case,n,k,rate,nu,binary_rows,structural_kernel_dimension,target_rank,instance,source,rank_matrix,kernel_dimension,expected_kernel_dimension,deficiency
self_orthogonal,36,12,0.3333333333333333,5,1440,37,1259,63,pep_derived,1259,37,37,0
self_orthogonal,36,12,0.3333333333333333,5,1440,37,1259,64,pep_derived,1259,37,37,0
self_orthogonal,36,12,0.3333333333333333,5,1440,37,1259,65,pep_derived,1259,37,37,0
self_orthogonal,36,12,0.3333333333333333,5,1440,37,1259,66,pep_derived,1259,37,37,0
self_orthogonal,36,12,0.3333333333333333,5,1440,37,1259,67,pep_derived,1259,37,37,0
self_orthogonal,36,12,0.3333333333333333,5,1440,37,1259,68,pep_derived,1259,37,37,0
self_orthogonal,36,12,0.3333333333333333,5,1440,37,1259,69,pep_derived,1259,37,37,0
self_orthogonal,36,12,0.3333333333333333,5,1440,37,1259,70,pep_derived,1259,37,37,0
self_orthogonal,36,12,0.3333333333333333,5,1440,37,1259,71,pep_derived,1259,37,37,0
self_orthogonal,36,12,0.3333333333333333,5,1440,37,1259,72,pep_derived,1259,37,37,0
self_orthogonal,36,12,0.3333333333333333,5,1440,37,1259,73,pep_derived,1259,37,37,0
self_orthogonal,36,12,0.3333333333333333,5,1440,37,1259,74,pep_derived,1259,37,37,0
self_orthogonal,36,12,0.3333333333333333,5,1440,37,1259,75,pep_derived,1259,37,37,0
self_orthogonal,36,12,0.3333333333333333,5,1440,37,1259,76,pep_derived,1259,37,37,0
self_orthogonal,36,12,0.3333333333333333,5,1440,37,1259,77,pep_derived,1259,37,37,0
self_orthogonal,36,12,0.3333333333333333,5,1440,37,1259,78,pep_derived,1259,37,37,0
self_orthogonal,36,12,0.3333333333333333,5,1440,37,1259,79,pep_derived,1259,37,37,0
self_orthogonal,36,12,0.3333333333333333,5,1440,37,1259,80,pep_derived,1259,37,37,0
self_orthogonal,36,12,0.3333333333333333,5,1440,37,1259,81,pep_derived,1259,37,37,0
self_orthogonal,36,12,0.3333333333333333,5,1440,37,1259,82,pep_derived,1259,37,37,0
self_orthogonal,36,12,0.3333333333333333,5,1440,37,1259,83,pep_derived,1259,37,37,0
self_orthogonal,36,12,0.3333333333333333,5,1440,37,1259,84,pep_derived,1259,37,37,0
self_orthogonal,36,12,0.3333333333333333,5,1440,37,1259,85,pep_derived,1259,37,37,0
self_orthogonal,36,12,0.3333333333333333,5,1440,37,1259,86,pep_derived,1259,37,37,0
self_orthogonal,36,12,0.3333333333333333,5,1440,37,1259,87,pep_derived,1259,37,37,0
self_orthogonal,36,12,0.3333333333333333,5,1440,37,1259,88,pep_derived,1259,37,37,0
self_orthogonal,36,12,0.3333333333333333,5,1440,37,1259,89,pep_derived,1259,37,37,0
